id,created_at,updated_at,video_name,thumbnail_url,video_url,quiz,tags
37,"2018-03-27 07:02:38.868557",NULL,"Staffing Science-Key Points",http://d255tx56tiemkm.cloudfront.net/GRE+PPT+Made+Videos/GRE+PPT+Thumbnails/Staffing+Science-Key+Points.png,http://d255tx56tiemkm.cloudfront.net/GRE+PPT+Made+Videos/Staffing+science+(+key+points)+8+march.mp4,"[{u'Question': u'Staff Should Be Able To Multitask ?', u'Options': [{u'text': u'True', u'isAns': True}, {u'text': u'False', u'isAns': False}]}, {u'Question': u'GRA Should Ideally Clean The Room In ?', u'Options': [{u'text': u'45- 50 Min', u'isAns': False}, {u'text': u'30 - 35 Min', u'isAns': True}, {u'text': u'60- 65 Min', u'isAns': False}]}, {u'Question': u'Preparing Roster On O Team Is The Responsibility Of ?', u'Options': [{u'text': u'GRA', u'isAns': False}, {u'text': u'GM', u'isAns': False}, {u'text': u'HM', u'isAns': True}]}]",NULL
39,"2018-03-27 07:02:39.279238",NULL,"Laundry collection process",http://d255tx56tiemkm.cloudfront.net/Thumbnails/Laundry+collection+process_9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Articulate+Made+Videos/Laundry+Process/Laundry+Collection+Process/Laundry+collection+process+07.03.18.mp4,"[{u'Question': u'Which Format Should Be Checked While Collecting Laundry From The Guest Room?', u'Options': [{u'text': u'Laundry slip', u'isAns': True}, {u'text': u'Day book', u'isAns': False}, {u'text': u'Laundry record', u'isAns': False}]}, {u'Question': u'Make A Note Of Laundry With ', u'Options': [{u'text': u'Loose or broken buttons', u'isAns': True}, {u'text': u'Threads coming out', u'isAns': False}, {u'text': u'Tags', u'isAns': False}]}, {u'Question': u'Do Not Collect  Laundry With?', u'Options': [{u'text': u'Stains or tear', u'isAns': True}, {u'text': u'No brand tags', u'isAns': False}, {u'text': u'No brand logo', u'isAns': False}]}]",NULL
40,"2018-03-27 07:02:39.939083",NULL,"Tab Check In- Create A Reservation",http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Video+Thumbnails+/Tab+Check+In-1.1+Create+a+Reservation+(1).png,http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Check+In+1.1/Tab+Check+In-1.1+Create+a+Reservation+(1).mp4,"[{u'Question': u' E Mail Id Is Optional While Making A Reservation ?', u'Options': [{u'text': u'True', u'isAns': True}, {u'text': u'False', u'isAns': False}]}, {u'Question': u'Tariff Should Not Go Above The Maximum Limit ?', u'Options': [{u'text': u'True', u'isAns': True}, {u'text': u'False', u'isAns': False}]}, {u'Question': u'Check For Room Availability By Clicking On ?', u'Options': [{u'text': u'3 Dots', u'isAns': False}, {u'text': u'Tasks', u'isAns': False}, {u'text': u'Create Booking', u'isAns': True}]}]",NULL
43,"2018-03-27 07:02:40.251194",NULL,"Corridor cleaning- Corridor checking, diffuser checking & dusting",http://d255tx56tiemkm.cloudfront.net/Thumbnails/Corridor+Cleaning.%5B1-2%5D+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Corridor+Cleaning/Corridor+Cleaning+%5B1-2%5D+5march-1.m4v,"[{u'Question': u'Which Cleaning Equipment Is Used For Cleaning The Skirting?', u'Options': [{u'text': u'Feather Duster', u'isAns': True}, {u'text': u'Brush', u'isAns': False}, {u'text': u'Handtool', u'isAns': False}]}, {u'Question': u'The Flow Of Dusting Should Be In Which Direction?', u'Options': [{u'text': u'Clockwise', u'isAns': False}, {u'text': u'Anti-Clockwise', u'isAns': False}, {u'text': u'Clockwise Or Anti-Clockwise', u'isAns': True}]}, {u'Question': u'Which Oil Do We Use In Diffuser?', u'Options': [{u'text': u'Lemon Grass Oil', u'isAns': False}, {u'text': u'White Tea Oil', u'isAns': True}, {u'text': u'Fruity Lemon Oil', u'isAns': False}]}]",NULL
44,"2018-03-27 07:02:41.108517",NULL,"Corridor cleaning- Skirting cleaning & mopping",http://d255tx56tiemkm.cloudfront.net/Thumbnails/Corridor+Cleaning.%5B2-2%5D+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Corridor+Cleaning/Corridor+Cleaning+%5B2-2%5D+5march.mp4,"[{u'Question': u'Which Duster Is Used For Dusting The Skirting?', u'Options': [{u'text': u'Red Duster', u'isAns': False}, {u'text': u'Green Duster', u'isAns': True}, {u'text': u'White Duster', u'isAns': False}]}, {u'Question': u'Which Of The Following Pattern Be Used For Dry Mopping?', u'Options': [{u'text': u'8 Pattern Or Column Pattern', u'isAns': True}, {u'text': u' S Pattern', u'isAns': False}, {u'text': u'Zig Zag Pattern', u'isAns': False}]}, {u'Question': u'Which Of The Following Pattern Be Used For Wet Mopping?', u'Options': [{u'text': u'Overlapping', u'isAns': True}, {u'text': u'Straight', u'isAns': False}, {u'text': u'S Pattern', u'isAns': False}]}]",NULL
45,"2018-03-27 07:02:41.265128",NULL,"AC filter cleaning- Process & frequency",http://d255tx56tiemkm.cloudfront.net/Thumbnails/AC+CLEANING+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/AC+Filter+Cleaning/ac+cleaning%5B1-1%5D+5+march.mp4,"[{u'Question': u'Which Cleaning Equipment Should We Use To Clean The AC Filter?', u'Options': [{u'text': u'Nylon Scrubber', u'isAns': False}, {u'text': u'Tooth Brush', u'isAns': True}, {u'text': u'Scotch Brite', u'isAns': False}]}, {u'Question': u'Which Duster Is Used For Drying The AC Filters?', u'Options': [{u'text': u'Yellow Duster', u'isAns': False}, {u'text': u'Green Duster', u'isAns': True}, {u'text': u'Blue Duster', u'isAns': False}]}, {u'Question': u'What Should Be The Frequency Of Cleaning The AC Filter?', u'Options': [{u'text': u'4 Times In  10 Days', u'isAns': False}, {u'text': u'5 Times In A Week', u'isAns': False}, {u'text': u'2-3 Times In A Week', u'isAns': True}]}]",NULL
46,"2018-03-27 07:02:41.708819",NULL,"Balcony Cleaning- Window(frames & glass) cleaning & marble ledges cleaning",http://d255tx56tiemkm.cloudfront.net/Thumbnails/Balcony+Cleaning+1-2++9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Balcony+Cleaning/Balcony+Cleaning+%5B1-1%5D+5march.mp4,"[{u'Question': u'Dusting Should Be Done In Which Direction?', u'Options': [{u'text': u'Top To Bottom', u'isAns': True}, {u'text': u'Left To Right ', u'isAns': False}, {u'text': u'Bottom To Top', u'isAns': False}]}, {u'Question': u'Name The Cleaning Agent Used To Clean The Marble Ledges?', u'Options': [{u'text': u'R1', u'isAns': False}, {u'text': u'R2', u'isAns': True}, {u'text': u'R3', u'isAns': False}]}, {u'Question': u'Which Cleaning Equipment Should We Use To Dust The Window Frames?', u'Options': [{u'text': u'Green Duster', u'isAns': False}, {u'text': u'Feather Duster', u'isAns': True}, {u'text': u'Blue Duster', u'isAns': False}]}]",NULL
47,"2018-03-27 07:02:42.148365",NULL,"Balcony Cleaning- Railings cleaning, ledges & skirting cleaning & mopping",http://d255tx56tiemkm.cloudfront.net/Thumbnails/Balcony+Cleaning1-2+9-3-2018.jpg,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Balcony+Cleaning/Balcony+Cleaning+%5B2-2%5D+5march.m4v,"[{u'Question': u'Dusting Of Marble Ledges Should Be Done With Which Cleaning Agent?', u'Options': [{u'text': u'R2', u'isAns': True}, {u'text': u'R3', u'isAns': False}, {u'text': u'R5', u'isAns': False}]}, {u'Question': u'What Is The Next Step Of Cleaning The Balcony After Skirting Cleaning?', u'Options': [{u'text': u'Dry Mop', u'isAns': True}, {u'text': u'Dusting', u'isAns': False}, {u'text': u'Vacuuming', u'isAns': False}]}, {u'Question': u'Name The Cleaning Agent Used To Clean The Railing Glasses?', u'Options': [{u'text': u' R2', u'isAns': False}, {u'text': u'R3', u'isAns': True}, {u'text': u'R6', u'isAns': False}]}]",NULL
48,"2018-03-27 07:02:42.304826",NULL,"Bathtub cleaning-Rinsing (fittings & fixtures & bathtub) & scrubbing (fittings & fixtures)",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk+-Bathtub+Cleaning+%5B1-3%5D+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Bath+tub+cleaning/Hk+-bathtub+Cleaning+%5B1-3%5D+5march-1.m4v,"[{u'Question': u'What Should We Do Before Starting The Scrubbing Process Of Bathtub?', u'Options': [{u'text': u'Rinsing', u'isAns': True}, {u'text': u'Wiping', u'isAns': False}, {u'text': u'Spraying The Cleaning Agent ', u'isAns': False}]}, {u'Question': u'Which Cleaning Agent Is Used For Cleaning The Fittings & Fixtures?', u'Options': [{u'text': u'R2', u'isAns': True}, {u'text': u'R6', u'isAns': False}, {u'text': u'R3', u'isAns': False}]}, {u'Question': u'Which Cleaning Equipment Should Be Used To Scrub The Fittings & Fixtures?', u'Options': [{u'text': u'Nylon Scrubber', u'isAns': True}, {u'text': u'Sponge', u'isAns': False}, {u'text': u'Steel Wool', u'isAns': False}]}]",NULL
49,"2018-03-27 07:02:42.740500",NULL,"Bathtub cleaning- Bathtub & corners scrubbing",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk+-Bathtub+Cleaning+%5B2-3%5D+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Bath+tub+cleaning/Hk+-bathtub+Cleaning+%5B2-3%5D+5march-1.m4v,"[{u'Question': u'Which Cleaning Equipment Should We Use To Clean The Bathtub Stopper?', u'Options': [{u'text': u'Nylon Scrubber', u'isAns': True}, {u'text': u'Handtool', u'isAns': False}, {u'text': u'Tooth Brush', u'isAns': False}]}, {u'Question': u'Which Cleaning Agent Should We Use To Remove Tough Stains From Fittings & Fixtures?', u'Options': [{u'text': u'R7 Plus Or Emeral Plus', u'isAns': True}, {u'text': u'R3', u'isAns': False}, {u'text': u'R2', u'isAns': False}]}, {u'Question': u'Which Cleaning Equipment Should We Use To Clean The Corners?', u'Options': [{u'text': u'Toothbrush', u'isAns': True}, {u'text': u'Nylon Scrubber', u'isAns': False}, {u'text': u'Handtool', u'isAns': False}]}]",NULL
50,"2018-03-27 07:02:43.805516",NULL,"Bathtub cleaning- Rinsing, wiping, placement of stopper & replenishment",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk+-Bathtub+Cleaning+%5B3-3%5D+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Bath+tub+cleaning/Hk+-bathtub+Cleaning+%5B3-3%5D+5march-1.m4v,"[{u'Question': u'Rinsing Should Be Done In What Sequence?', u'Options': [{u'text': u'All The Fittings & Fixtures First & Then The Bathtub', u'isAns': True}, {u'text': u'Bathtub & Wiping The Fittings', u'isAns': False}]}, {u'Question': u'What Should We Use For Rinsing The Bathtub?', u'Options': [{u'text': u'Plastic Mug', u'isAns': True}, {u'text': u'Bucket', u'isAns': False}, {u'text': u' Spray Can ', u'isAns': False}]}, {u'Question': u'Which Duster Is Used To Wipe The Bathtub After The Scrubbing?', u'Options': [{u'text': u'Yellow Duster', u'isAns': True}, {u'text': u'White Duster', u'isAns': False}, {u'text': u'Green Duster', u'isAns': False}]}]",NULL
51,"2018-03-27 07:02:43.962605",NULL,"High Level cleaning process",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk-high+level+dusting+%5B1%5D+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Deep+Cleaning/hk-high+level+dusting+%5B1%5D+5march.mp4,"[{u'Question': u'What Should Be The Flow Of High Level Dusting?', u'Options': [{u'text': u'Right To Left', u'isAns': False}, {u'text': u' Top To Bottom', u'isAns': True}, {u'text': u'Upside', u'isAns': False}]}, {u'Question': u'Which Cleaning Agent Is Used To Clean The Pelmets?', u'Options': [{u'text': u'R2', u'isAns': True}, {u'text': u'R3', u'isAns': False}, {u'text': u'R5', u'isAns': False}]}, {u'Question': u'Which Duster Is Used For Removing All The High Level Dust?', u'Options': [{u'text': u'Feather Duster', u'isAns': True}, {u'text': u'Hard Brush', u'isAns': False}, {u'text': u'Hard Broom', u'isAns': False}]}]",NULL
52,"2018-03-27 07:02:44.377086",NULL,"Mattress rotation process",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk-mattress+rotation%5B1%5D+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Deep+Cleaning/hk-mattress+rotation%5B1%5D+5march.mp4,"[{u'Question': u'How Does The Mattress Rotation Helps?', u'Options': [{u'text': u' To Maintain The Life Of The Mattress', u'isAns': True}, {u'text': u'To Prevent The Mattress From Dust', u'isAns': False}, {u'text': u'To Prevent The Mattress From Bed Bugs', u'isAns': False}]}, {u'Question': u'Where Should The Current Month Face While Rotating The Mattress?', u'Options': [{u'text': u'Headboard', u'isAns': True}, {u'text': u'Footside', u'isAns': False}, {u'text': u'Center Of The Mattress', u'isAns': False}]}, {u'Question': u'What Should Be The Frequency Of Mattress Rotation?', u'Options': [{u'text': u'Once In 3 Months', u'isAns': True}, {u'text': u'Once In A Month', u'isAns': False}, {u'text': u'Once In A Year', u'isAns': False}]}]",NULL
53,"2018-03-27 07:02:44.532044",NULL,"Switch plate cleaning process",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk-switch+plate+cleaning+%5B1%5D+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Deep+Cleaning/hk-switch+plate+cleaning+%5B1%5D+5march.mp4,"[{u'Question': u'Which Cleaning Agent Is Used For Switch Plate Cleaning?', u'Options': [{u'text': u'R2', u'isAns': True}, {u'text': u'R3', u'isAns': False}, {u'text': u'R5', u'isAns': False}]}, {u'Question': u'Name The Duster Used For Wiping The Switch Plates After Scrubbing?', u'Options': [{u'text': u' Yellow', u'isAns': False}, {u'text': u'Red', u'isAns': False}, {u'text': u'Green', u'isAns': True}]}, {u'Question': u'While Cleaning The Switch Plate, Cleaning Agent Should Not Be Sprayed?', u'Options': [{u'text': u'On The Switch Plate', u'isAns': True}, {u'text': u'On The Duster', u'isAns': False}, {u'text': u'On The Nylon Scrubber', u'isAns': False}]}]",NULL
54,"2018-03-27 07:02:45.465797",NULL,"Drawer cleaning process",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk-drawer+cleaning%5B1%5D+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Deep+Cleaning/hk-drawer+cleaning%5B1%5D+5march.mp4,"[{u'Question': u'Which Cleaning Equipment Is Used For Cleaning The Corners Of The  Drawers?', u'Options': [{u'text': u'WC Brush', u'isAns': False}, {u'text': u'Nylon Scrubber', u'isAns': False}, {u'text': u'Tooth Brush', u'isAns': True}]}, {u'Question': u'Which Duster Is Used For The Drawers Cleaning?', u'Options': [{u'text': u'Green ', u'isAns': True}, {u'text': u'Blue', u'isAns': False}, {u'text': u'White', u'isAns': False}]}, {u'Question': u'What Should Be Frequency Of Cleaning The Drawers?', u'Options': [{u'text': u'Daily ', u'isAns': True}, {u'text': u'Once In A Month', u'isAns': False}, {u'text': u'Once In A Year', u'isAns': False}]}]",NULL
55,"2018-03-27 07:02:45.621020",NULL,"Skirting cleaning process",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk-skirting+cleaning+%5B1%5D+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Deep+Cleaning/hk-skirting+cleaning+%5B1%5D+5march.mp4,"[{u'Question': u'Scrubbing Of Skirting Is Done Using Nylon Scrubber/Handtool. True Or False?', u'Options': [{u'text': u'True', u'isAns': True}, {u'text': u'False', u'isAns': False}]}, {u'Question': u'How Do We Clean The Corners Of The Skirting?', u'Options': [{u'text': u'Using A Tooth Brush', u'isAns': True}, {u'text': u'Using A Handtool', u'isAns': False}, {u'text': u'Using A Green Duster', u'isAns': False}]}, {u'Question': u'Which Cleaning Agent Is Used For Skirting Cleaning?', u'Options': [{u'text': u'R2', u'isAns': True}, {u'text': u'R3', u'isAns': False}, {u'text': u'R5', u'isAns': False}]}]",NULL
56,"2018-03-27 07:02:46.430436",NULL,"Underbed cleaning process",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk-underbed+cleaning+%5B1%5D+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Deep+Cleaning/hk-underbed+cleaning+%5B1%5D+5march.mp4,"[{u'Question': u'Which Duster  Is Used For  Cleaning The Wooden Foundation Of The Bed?', u'Options': [{u'text': u'Red', u'isAns': False}, {u'text': u'Blue', u'isAns': False}, {u'text': u'Green', u'isAns': True}]}, {u'Question': u'Which Cleaning Agent Is Used For  Cleaning The Wooden Foundation Of The Bed?', u'Options': [{u'text': u'R2', u'isAns': True}, {u'text': u'R3', u'isAns': False}, {u'text': u'R5', u'isAns': False}]}, {u'Question': u'How Should We Clean Under The Bed?', u'Options': [{u'text': u'Using A Lamello/Feather Duster', u'isAns': True}, {u'text': u'Using A Wet Mop', u'isAns': False}, {u'text': u'Using A Hard Brush ', u'isAns': False}]}]",NULL
57,"2018-03-27 07:02:47.416929",NULL,"Floor Scrubbing process",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk-floor+scrubbing+%5B1%5D+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Deep+Cleaning/hk-floor+scrubbing+%5B1%5D+5march.mp4,"[{u'Question': u'To Scrub A Small Area On The Floor Which Equipment Is Used?', u'Options': [{u'text': u'Handtool', u'isAns': True}, {u'text': u'Nylon Scrubber', u'isAns': False}, {u'text': u' Hard Brush', u'isAns': False}]}, {u'Question': u'After Scrubbing Which Equipment Is Used For Squeezing All The Excess Water?', u'Options': [{u'text': u'Wet Mop', u'isAns': False}, {u'text': u'Wiper', u'isAns': True}, {u'text': u'Dry Mop', u'isAns': False}]}, {u'Question': u'Which Brush Is Used For Scrubbing The Floor?', u'Options': [{u'text': u'Hard Brush', u'isAns': True}, {u'text': u'Hard Broom', u'isAns': False}, {u'text': u'Carpet Brush', u'isAns': False}]}]",NULL
58,"2018-03-27 07:02:47.572481",NULL,"Dustbin scrubbing process",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk-dustbin+scrubbing%5B1%5D+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Deep+Cleaning/hk-dustbin+scrubbing%5B1%5D+5march.m4v,"[{u'Question': u'Which Duster Is Used For Wiping The Dustbin From Inside & Outside?', u'Options': [{u'text': u'Green Duster', u'isAns': True}, {u'text': u'White Duster', u'isAns': False}, {u'text': u'Yellow Duster', u'isAns': False}]}, {u'Question': u'Which Cleaning Equipment Is Used For Scrubbing The Dustbin?', u'Options': [{u'text': u'Toothbrush', u'isAns': False}, {u'text': u'Handtool', u'isAns': False}, {u'text': u' Nylon Scrubber', u'isAns': True}]}, {u'Question': u' In Case Of Tough Stains Which Cleaning Agent Is Used For Scrubbing The Dustbin?', u'Options': [{u'text': u'R7 Plus Or Emeral Plus', u'isAns': True}, {u'text': u'R3', u'isAns': False}, {u'text': u'R6', u'isAns': False}]}]",NULL
59,"2018-03-27 07:02:47.982939",NULL,"Fittings & fixtures cleaning process",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk-fittings+%26+fixtures+scrubbing+%5B1%5D+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Deep+Cleaning/Hk-fittings+%26+Fixtures+Scrubbing+%5B1%5D+5march-1.m4v,"[{u'Question': u'Which Duster Is Used For Wiping The SS Fittings?', u'Options': [{u'text': u'Green Duster', u'isAns': False}, {u'text': u'White Duster', u'isAns': False}, {u'text': u'Yellow Duster', u'isAns': True}]}, {u'Question': u'To Remove The Tough Stains Which Cleaning Agent Is Used For Scrubbing The Fittings & Fixtures?', u'Options': [{u'text': u'R7 Plus Or Emeral Plus', u'isAns': True}, {u'text': u'R3', u'isAns': False}, {u'text': u'R6', u'isAns': False}]}, {u'Question': u'Which Cleaning Equipment Is Use To Clean The Pores Of The Shower Head ?', u'Options': [{u'text': u' Tooth Brush', u'isAns': True}, {u'text': u'Nylon Scrubber', u'isAns': False}, {u'text': u'Hand Tool', u'isAns': False}]}]",NULL
60,"2018-03-27 07:02:49.706857",NULL,"Curtain Cleaning process",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk-curatin+cleaning+%5B1%5D+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Deep+Cleaning/hk-curtain+cleaning+%5B1%5D+5march.mp4,"[{u'Question': u'Which Cleaning Agent Is Used To Clean The Hooks/Rings Of Curtain?', u'Options': [{u'text': u'R6', u'isAns': False}, {u'text': u'R3', u'isAns': False}, {u'text': u'R2', u'isAns': True}]}, {u'Question': u'Which Duster Is Used While Doing The Curtain Cleaning Process?', u'Options': [{u'text': u'Green', u'isAns': True}, {u'text': u'Blue', u'isAns': False}, {u'text': u'White', u'isAns': False}]}, {u'Question': u'What Should Be Frequency Of Dry Cleaning The Curtains?', u'Options': [{u'text': u'Once In 6 Months', u'isAns': True}, {u'text': u'Once In A Month', u'isAns': False}, {u'text': u'Once In A Year', u'isAns': False}]}]",NULL
61,"2018-03-27 07:02:51.002764",NULL,"Fittings & Fixtures Checking process",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk-fittings+checking%5B1%5D+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Deep+Cleaning/hk-fittings+checking%5B1%5D+5march.mp4,"[{u'Question': u'How Is Cold Water Indicated On The Tap?', u'Options': [{u'text': u'Orange', u'isAns': False}, {u'text': u'Blue ', u'isAns': True}, {u'text': u'Yellow', u'isAns': False}]}, {u'Question': u'How Is Hot Water Indicated On The Tap?', u'Options': [{u'text': u'Pink', u'isAns': False}, {u'text': u'Red', u'isAns': True}, {u'text': u'Green', u'isAns': False}]}, {u'Question': u'While Checking The Fittings & Fixtures Ensure You Check Water Pressure & Temperature. True or false?', u'Options': [{u'text': u'True', u'isAns': True}, {u'text': u'False', u'isAns': False}]}]",NULL
62,"2018-03-27 07:02:51.159279",NULL,"WC Scrubbing process",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk-wc+scrubbing+%5B1%5D+9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Deep+Cleaning/Hk-wc+Scrubbing+%5B1%5D+5march-1.m4v,"[{u'Question': u'Which Cleaning Equipment  Is Used For WC Scrubbing?', u'Options': [{u'text': u'Nylon Scrubber', u'isAns': True}, {u'text': u'Tooth Brush', u'isAns': False}, {u'text': u'Steel Wool', u'isAns': False}]}, {u'Question': u'Name The Duster Used For Wiping The WC After Cleaning?', u'Options': [{u'text': u'Yellow Duster', u'isAns': False}, {u'text': u'Green Duster', u'isAns': False}, {u'text': u'Red Duster', u'isAns': True}]}, {u'Question': u'Which Cleaning Agent Is Used For Cleaning The Tough & Hard Stains From WC(Outside)?', u'Options': [{u'text': u'R6', u'isAns': False}, {u'text': u'R2', u'isAns': False}, {u'text': u'R7 Plus Or Emeral Plus', u'isAns': True}]}]",NULL
63,"2018-03-27 07:02:51.579175",NULL,"Tab Check Out-Adding Bills",http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Video+Thumbnails+/Tab+Check+Out+Thumbnails/Tab-Check+Out-Adding+Bills(1%3A4).png,http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Check+Out+1.1/Tab+Check+Out+-1.1+Adding+Bills+(1).m4v,"[{u'Question': u'Early Check In & Late Check Out Charges Can Also Be Added By Clicking on Add Bills ?', u'Options': [{u'text': u'True ', u'isAns': True}, {u'text': u'False', u'isAns': False}]}, {u'Question': u'Once The Bill Has Been Added To The Guest Folio, It Cannot Be Removed ?', u'Options': [{u'text': u'True', u'isAns': False}, {u'text': u'False', u'isAns': True}]}, {u'Question': u'Bills Can Be Added To The Guest Folio By Clicking On ?', u'Options': [{u'text': u'Check Out ', u'isAns': False}, {u'text': u'Add Bills & Payments ', u'isAns': True}, {u'text': u'Raise Issue', u'isAns': False}]}]",NULL
64,"2018-03-27 07:02:52.946094",NULL,"Tab Check Out-Modes of Payment ",http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Video+Thumbnails+/Tab+Check+Out+Thumbnails/Tab-Check+Out-Modes+of+Payment(2%3A4).png,http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Check+Out+1.1/Tab+Check+Out+-1.1+Modes+Of+Payment+(2).m4v,"[{u'Question': u'What Modes Of Payment Can Be Used By The Guest ?', u'Options': [{u'text': u'Only Cash', u'isAns': False}, {u'text': u'Only Card', u'isAns': False}, {u'text': u'Cash, Card & Paytm Offline ', u'isAns': True}]}, {u'Question': u'For Sending The Payment Link, Both Email Id & Phone Number Are Mandatory ?', u'Options': [{u'text': u'True', u'isAns': False}, {u'text': u'False', u'isAns': True}]}, {u'Question': u'If The Guest Wishes To Pay Online, Click On ?', u'Options': [{u'text': u'Raise Issue', u'isAns': False}, {u'text': u'Send Payment Link', u'isAns': True}, {u'text': u'Details', u'isAns': False}]}]",NULL
65,"2018-03-27 07:02:53.372461",NULL,"Tab Check Out-Collecting Payment Through Paytm",http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Video+Thumbnails+/Tab+Check+Out+Thumbnails/Tab-Check+Out-Paytm+payment(3%3A4).png,http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Check+Out+1.1/Tab+Check+Out+-1.1+Collecting+Payment+Through+Paytm+(3).m4v,"[{u'Question': u'While Paying Through Paytm Offline, What Needs To Be Entered After Clicking On Save ?', u'Options': [{u'text': u'6 Digit OTP', u'isAns': True}, {u'text': u'Guest Email Id', u'isAns': False}, {u'text': u'Guest Name', u'isAns': False}]}, {u'Question': u'If The Guest Wants To Pay Through Paytm, Click On ?', u'Options': [{u'text': u'Cash', u'isAns': False}, {u'text': u'Paytm Offline', u'isAns': True}, {u'text': u'Guest Not Paid', u'isAns': False}]}, {u'Question': u'Payment Through Paytm Can Only Be Done Through A QR Code ?', u'Options': [{u'text': u'True ', u'isAns': False}, {u'text': u'False ', u'isAns': True}]}]",NULL
66,"2018-03-27 07:02:54.379579",NULL,"Tab Check Out-Collecting Payment At The Hotel",http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Video+Thumbnails+/Tab+Check+Out+Thumbnails/tab-Check+Out-Collecting+payment+at+hotel(4%3A4).png,http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Check+Out+1.1/Tab+Check+Out+-1.1+Collecting+Payment+At+The+Hotel+(4).m4v,"[{u'Question': u'Guest Needs To Sign On Which Document Before Checking Out ?', u'Options': [{u'text': u'Photo Id', u'isAns': False}, {u'text': u'Guest Registration Card', u'isAns': True}, {u'text': u'No Sign Needed', u'isAns': False}]}, {u'Question': u'Check Out Can Only Be Done Once The Details Of The Entire Pending Amount Are Filled ?', u'Options': [{u'text': u'True', u'isAns': True}, {u'text': u'False', u'isAns': False}]}, {u'Question': u'Guest Can Pay Using Multiple Modes Of Payment ?', u'Options': [{u'text': u'True ', u'isAns': True}, {u'text': u'False', u'isAns': False}]}]",NULL
